decimalLongitude,decimalLatitude,glcPrecision,glcScore,glcParsePattern,coordinateUncertaintyMeters,catalogNumber
-97.770006,30.26743,Low,41,ZILKER PARK,2289,TTC010115
-97.743061,30.267153,Low,37,AUSTIN,26832,TTC010115
-97.743061,30.267153,High,82,AUSTIN,26832,TTC010116
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010117
-103.24462,30.205169,Low,39,MARATHON,3310,TTC010117
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC010119
-102.85101,32.06265,High,82,Distance NorthEast of KERMIT,13793,TTC010120
-98.497831,33.518162,Low,44,BRIDWELL RANCH,3036,TTC010121
-101.257097,33.774805,Low,44,BRIDWELL RANCH,3036,TTC010121
-102.835495,35.206724,Low,44,BRIDWELL RANCH,3036,TTC010121
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010122
-103.24462,30.205169,Low,39,MARATHON,3310,TTC010122
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC010123
-103.092665,31.857626,Low,37,KERMIT,2155,TTC010124
-104.839678,31.872089,High,87,Distance SouthWest of PINE SPRINGS,5042,TTC010126
-104.849682,31.887922,High,87,Distance SouthWest of PINE SPRINGS,2301,TTC010126
-104.846172,31.878176,High,73,Distance SouthWest of PINE SPRING,2301,TTC010126
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010127
-103.24462,30.205169,Low,39,MARATHON,3310,TTC010127
-97.091669,31.802383,Low,35,WEST,2696,TTC010128
-103.213493,31.754943,High,82,Distance SouthWest of KERMIT,7924,TTC010131
-103.195104,31.78255,Low,52,WINKLER COUNTY AIRPORT,2530,TTC010131
-103.048169,31.850045,Low,45,WINKLER COUNTY,41836,TTC010131
-103.042168,35.164441,High,82,Distance South of GLENRIO,5241,TTC010132
-103.042168,35.164441,High,82,Distance South of GLENRIO,5241,TTC010133
-102.64491,32.718993,Low,39,SEMINOLE,3771,TTC010135
-102.274349,33.021588,High,86,Distance South of BROWNFIELD,16508,TTC010136
-102.497671,31.739816,High,82,Distance East of PENWELL,8524,TTC010137
-97.861914,30.369751,High,82,Distance NorthWest of AUSTIN,30298,TTC010138
-103.8174,32.3486,High,85,22S31E31,969,TTC010140
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010142
-103.8003,32.3778,High,85,22S31E20,969,TTC010144
-101.148738,32.929192,High,83,Distance North of FLUVANNA,6954,TTC010147
-102.755708,31.946368,High,82,Distance North of NOTREES,6033,TTC010148
-97.913611,26.149798,Low,39,MERCEDES,4776,TTC010149
-97.091669,31.802383,Low,35,WEST,2696,TTC010149
-101.378194,33.132886,High,80,Distance South of POST,7397,TTC010150
-105.582232,31.755523,High,83,Distance East of EL PASO,82290,TTC010151
-95.602652,32.708172,High,86,CEDAR LAKE,1245,TTC010152
-95.082994,29.192564,High,86,CEDAR LAKE,474,TTC010152
-102.274106,32.816019,High,86,CEDAR LAKE,4483,TTC010152
-96.659149,28.228898,High,85,CEDAR LAKE,647,TTC010152
-99.34477,30.161592,High,85,CEDAR LAKE,873,TTC010152
-99.344937,30.162493,High,85,CEDAR LAKE,873,TTC010152
-95.636896,28.901087,High,85,CEDAR LAKE,3036,TTC010152
-95.832115,31.728803,High,85,CEDAR LAKE,587,TTC010152
-101.832654,32.905664,High,85,Distance South of O'DONNELL,6693,TTC010153
-102.206566,33.337035,High,82,MEADOW,1824,TTC010154
-106.555829,32.326204,Low,45,ORGAN MOUNTAINS,301,TTC010155
-106.778337,32.312316,Low,40,LAS CRUCES,3036,TTC010155
-106.596665,32.425646,Low,35,ORGAN,3036,TTC010155
-103.6805,32.4069,High,85,22S32E9,969,TTC010156
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010157
-103.244621,29.377683,High,84,Distance South of MARATHON,72219,TTC010158
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010159
-103.244621,29.377683,High,84,Distance South of MARATHON,72219,TTC010160
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010160
-102.85101,32.06265,High,82,Distance NorthEast of KERMIT,13793,TTC010161
-102.875176,32.042168,High,82,Distance NorthEast of KERMIT,12588,TTC010162
-102.789905,31.917337,High,82,Distance West of NOTREES,6033,TTC010163
-104.868885,32.340609,Medium,39,Distance NorthWest of %SANDIA%,3396,TTC010165
-103.885213,32.350122,Low,39,NASH DRAW,301,TTC010165
-103.918549,32.380677,Low,39,NASH DRAW,1506,TTC010165
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC010166
-112.418224,34.614746,Low,43,GRANITE DELLS,1506,TTC010167
-112.41239,34.605857,Low,43,GRANITE DELLS,3036,TTC010167
-105.344014,29.243531,High,81,Distance SouthWest of COYAME,14281,TTC010168
-105.333238,29.215451,High,81,Distance SouthWest of COYAME,13407,TTC010168
-103.971081,34.924784,Low,34,WEST,3036,TTC010171
-102.415465,34.126436,High,83,Distance North of AMHERST,11590,TTC010173
-102.723826,34.226468,Low,39,MULESHOE,3517,TTC010175
-102.737437,34.062158,High,83,Distance North of NEEDMORE,6033,TTC010176
-102.195218,34.850248,Low,37,DAWN->snapped to Tierra Blanca Creek,3036,TTC010177
-102.723826,34.226468,Low,39,MULESHOE,3517,TTC010178
-102.428261,35.242832,High,80,VEGA,1441,TTC010179
-101.853967,34.366409,High,81,Distance West of KRESS,8822,TTC010180
-102.766974,36.264322,High,83,Distance NorthWest of DALHART,14860,TTC010181
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC010182
-102.821915,34.330324,High,81,Distance East of LARIAT,7835,TTC010184
-101.16718,35.203645,High,81,Distance West of GROOM,4993,TTC010185
-100.662501,36.287144,High,84,Distance SouthEast of PERRYTON,10745,TTC010186
-102.311861,34.550903,High,83,DIMMITT,2360,TTC010187
-103.051335,34.345164,High,82,Distance South of TEXICO,5556,TTC010188
-104.885536,31.92301,Low,64,GUADALUPE MOUNTAINS NATIONAL PARK,13217,TTC010189
-104.781059,31.983448,Low,53,SOUTH MCKITTRICK CANYON,1506,TTC010189
-104.860504,31.891227,Low,49,GUADALUPE MOUNTAINS,301,TTC010189
-104.75467,31.979282,Low,47,MCKITTRICK CANYON,1506,TTC010189
-99.756342,30.492471,Low,48,JUNCTION->snapped to Llano River,2522,TTC010190
-101.785504,33.577844,High,83,Distance East of LUBBOCK,20769,TTC010191
-98.991161,31.63675,High,85,Distance South of BROWNWOOD,15229,TTC010192
-103.24462,30.205169,High,84,MARATHON,3310,TTC010193
-103.661012,30.358492,High,82,ALPINE,4293,TTC010194
-98.591793,19.824472,High,85,Distance NorthWest of TEPEAPULCO,5044,TTC010195
-100.167179,35.912629,High,84,Distance East of CANADIAN,16424,TTC010196
-99.267722,19.029545,Low,39,HUITZILAC,3036,TTC010197
-98.924846,18.638722,Low,25,HUITZILA,3036,TTC010197
-96.820743,35.985052,High,83,Distance West of CUSHING,9781,TTC010198
-96.875759,35.99899,Low,42,CUSHING LAKE,873,TTC010198
-96.905584,35.974325,High,82,Distance South of RIPLEY,5183,TTC010199
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC010201
-101.309534,33.248368,High,80,Distance NorthEast of POST,4693,TTC010202
-97.344633,28.036584,High,82,Distance East of SINTON,14425,TTC010203
-97.124649,36.125049,High,89,Distance West of STILLWATER->snapped to Stillwater,15766,TTC010205
-100.201776,35.874669,High,87,Distance East of CANADIAN->snapped to Canadian River,14016,TTC010206
-101.22206,31.972354,Low,40,REED RANCH,3036,TTC010207
-101.053445,31.892358,Low,40,REED RANCH,3036,TTC010207
-99.381712,29.891884,Low,40,REED RANCH,3036,TTC010207
-100.66426,30.448241,Low,40,REED RANCH,3036,TTC010207
-105.097448,31.322904,Low,40,REED RANCH,3036,TTC010207
-104.707446,31.88984,Low,24,D RANCH,3036,TTC010207
-99.32782,19.430102,High,97,Distance SouthEast of SAN FRANCISCO CHIMALPA,4257,TTC010209
-101.55727,27.945174,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-100.018862,27.945526,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-98.969142,19.91859,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-99.038251,21.770737,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-97.988673,20.54127,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-97.509291,20.00555,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-100.328448,18.087791,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-99.534384,19.047212,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-100.329432,19.451985,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-99.889318,19.155919,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-97.698294,21.195685,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-99.522574,22.622761,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-99.832065,21.677287,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-98.968381,19.669024,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-99.783393,19.486072,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-97.590347,21.37773,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-102.116728,17.962998,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-93.253439,16.888584,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-102.385062,19.543478,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-108.867242,27.15987,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-110.006499,27.895045,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-111.568658,30.256934,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-93.064869,17.535016,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-103.793342,18.810075,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-101.610315,20.66999,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-99.51584,19.752715,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-105.857843,26.618537,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-104.485266,22.275739,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-93.437947,16.547839,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-93.829357,16.667032,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-93.283999,16.361546,High,88,Distance SouthEast of SAN FRANCISCO,4257,TTC010209
-101.810497,21.023994,Medium,42,Distance SouthEast of %FRANCISCO%,1642,TTC010209
-97.777605,30.536146,High,92,Distance West of ROUND ROCK->snapped to Brushy Creek,15547,TTC010210
-97.740301,30.519734,Low,55,BRUSHY CREEK->snapped to Brushy Creek,5120,TTC010210
-97.778717,30.297944,High,82,Distance NorthWest of AUSTIN,28868,TTC010211
-97.77334,30.320762,Low,43,MOUNT BONNELL,1807,TTC010211
-116.486985,31.426819,High,89,Distance NNE of PUNTA SAN JOSE,3534,TTC010212
-116.583926,31.487246,High,89,Distance NNE of PUNTA SAN JOSE,3534,TTC010212
-116.526141,32.582686,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-115.730823,31.000171,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-116.562967,32.593508,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-116.073818,31.355249,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-116.211488,31.942821,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-114.687228,29.56016,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-115.014281,32.45457,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-116.446359,31.520052,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-116.513682,32.589618,Medium,41,Distance NNE of %SAN JOSE%,4748,TTC010212
-115.902188,31.098424,Medium,41,Distance NNE of %SAN JOSE%,2069,TTC010212
-116.30962,31.980915,Low,39,CHAPARRAL,3036,TTC010212
-99.430017,17.550585,High,87,Distance East of CHILPANCINGO,6724,TTC010214
-103.244621,29.76965,High,84,Distance South of MARATHON,39091,TTC010215
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010215
-103.244621,29.435752,High,84,Distance South of MARATHON,67304,TTC010216
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010216
-103.616019,29.321586,Low,39,TERLINGUA,3036,TTC010217
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC010218
-103.244621,29.697063,High,84,Distance South of MARATHON,45213,TTC010219
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010219
-107.07914,25.026907,Low,41,LAS CASITAS,3036,TTC010220
-109.697751,23.326664,Low,41,LAS CASITAS,3036,TTC010220
-98.353987,18.498408,Low,41,LAS CASITAS,3036,TTC010220
-96.799744,20.25535,Low,41,LAS CASITAS,3036,TTC010220
-108.3935,25.638467,Low,41,LAS CASITAS,3036,TTC010220
-94.020284,16.56062,Low,41,LAS CASITAS,3036,TTC010220
-105.4325,22.54,Low,41,LAS CASITAS,3036,TTC010220
-109.883333,23.516667,Low,41,LAS CASITAS,301,TTC010220
-98.081496,19.599892,Low,41,LAS CASITAS,3036,TTC010220
-96.799744,20.25535,Low,37,CASITAS,3036,TTC010220
-100.132934,21.291153,Low,37,CASITAS,3036,TTC010220
-101.442298,25.200815,Low,37,CASITAS,3036,TTC010220
-96.450829,15.853968,Low,36,ARROYO,3036,TTC010220
-98.513913,19.469241,Low,36,ARROYO,3036,TTC010220
-92.989354,18.123446,Low,36,ARROYO,3036,TTC010220
-99.75,19.416667,Low,36,ARROYO,3036,TTC010220
-105.983333,24.55,Low,36,ARROYO,3036,TTC010220
-101.378194,33.205439,High,80,Distance North of POST,4561,TTC010221
-97.091669,31.802383,Low,35,WEST,2696,TTC010222
-94.826602,31.71351,Low,33,NAT,3036,TTC010222
-100.484821,31.848825,High,86,Distance South of ROBERT LEE,5804,TTC010224
-97.417278,31.906116,Low,42,LAKE WHITNEY,873,TTC010225
-102.251307,35.540169,High,82,Distance North of TASCOSA,6033,TTC010226
-98.596334,33.835298,Low,49,LAKE WICHITA DAM->snapped to Lake Wichita,195,TTC010227
-103.213493,31.754943,High,82,Distance SouthWest of KERMIT,7924,TTC010228
-103.195104,31.78255,Low,52,WINKLER COUNTY AIRPORT,2530,TTC010228
-103.048169,31.850045,Low,45,WINKLER COUNTY,41836,TTC010228
-101.378194,33.161907,High,80,Distance South of POST,5392,TTC010229
-102.397704,34.815062,Low,39,HEREFORD,3606,TTC010230
-100.167179,35.912629,High,84,Distance East of CANADIAN,16424,TTC010231
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC010232
0,0,High,86,MEADOWBROOK,3036,TTC010233
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC010234
-101.414977,33.160141,High,80,Distance SouthWest of POST,4692,TTC010235
-97.064249,36.103499,High,95,STILLWATER->snapped to Stillwater,8699,TTC010236
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC010237
-103.541211,29.466715,High,82,Distance NorthEast of LAJITAS,14212,TTC010238
-102.274106,32.816019,High,86,CEDAR LAKE,4483,TTC010239
-102.274106,32.816019,High,86,CEDAR LAKE,4483,TTC010240
-105.084952,31.895947,Low,40,SALT BASIN,301,TTC010241
-116.252103,32.132904,High,91,Distance West of SAN JUAN DE DIOS,9021,TTC010242
-115.252108,30.184126,High,91,Distance West of SAN JUAN DE DIOS,7110,TTC010242
-117.116795,32.471133,High,83,Distance West of SAN JUAN,9021,TTC010242
-116.134847,31.199972,High,83,Distance West of SAN JUAN,9021,TTC010242
-116.121912,31.166089,High,83,Distance West of SAN JUAN,7110,TTC010242
-116.29497,31.231193,High,83,Distance West of SAN JUAN,9021,TTC010242
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010243
-102.198923,32.099912,High,83,Distance NorthWest of MIDLAND,20272,TTC010244
-102.627738,31.709057,High,82,Distance SouthWest of PENWELL,5342,TTC010245
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010246
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010247
-99.164755,26.558944,High,85,FALCON DAM,195,TTC010248
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010249
-99.44004,27.187772,High,86,Distance North of SAN YGNACIO,14731,TTC010250
-99.271426,27.052504,High,82,Distance North of ZAPATA,15777,TTC010251
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC010252
-99.613379,28.214855,High,84,Distance South of CATARINA,14140,TTC010253
-104.977171,31.883171,Low,40,LEWIS WELL,18,TTC010254
-105.084952,31.895947,Low,40,SALT BASIN,301,TTC010254
-106.188913,35.114769,High,80,Distance South of WHITE,Unavailable,TTC010255
-103.443292,35.184503,High,80,Distance South of WHITE,Unavailable,TTC010255
-104.987786,31.923728,High,85,Distance WEST of  then NORTH of LEWIS WELL,2488,TTC010256
-105.092728,31.743727,Low,39,SALT FLAT,3036,TTC010256
-105.201345,31.938724,Low,40,DELL CITY,2237,TTC010257
-102.807004,31.917331,High,82,Distance West of NOTREES,6954,TTC010258
-102.64491,32.646435,High,84,Distance South of SEMINOLE,9603,TTC010259
-103.334398,34.186192,Low,38,PORTALES,3036,TTC010260
-103.296564,31.534743,High,81,Distance West of PYOTE,13893,TTC010261
-103.296564,31.534743,High,81,Distance West of PYOTE,13893,TTC010262
-102.816161,31.96864,High,82,Distance NorthWest of NOTREES,Unavailable,TTC010264
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010265
-102.84929,32.061807,High,83,Distance SouthWest of ANDREWS,Unavailable,TTC010266
-103.042168,35.178946,Low,37,GLENRIO,3036,TTC010267
-103.301287,29.266034,High,91,CHISOS MOUNTAINS,301,TTC010268
-102.64491,32.646435,High,84,Distance South of SEMINOLE,9603,TTC010269
-103.414651,29.364609,Medium,66,Near OAK CREEK->snapped to Oak Creek,210,TTC010270
-103.567217,29.260282,Low,54,WILLOW CREEK->snapped to Willow Creek,210,TTC010270
-103.003869,30.137777,Low,54,WILLOW CREEK->snapped to Willow Creek,210,TTC010270
-101.80292,33.577852,High,83,Distance East of LUBBOCK,20085,TTC010271
-102.84929,32.061807,High,83,Distance SouthWest of ANDREWS,Unavailable,TTC010272
-104.885536,31.92301,Low,64,GUADALUPE MOUNTAINS NATIONAL PARK,13217,TTC010273
-104.860504,31.891227,Low,49,GUADALUPE MOUNTAINS,301,TTC010273
-104.552993,32.140874,Low,60,CARLSBAD CAVERNS NATIONAL PARK,2289,TTC010274
-104.228838,32.420674,Low,39,CARLSBAD,12852,TTC010274
-104.829503,31.905076,High,86,Distance NorthWest of PINE SPRING,1227,TTC010275
-104.885536,31.92301,Low,64,GUADALUPE MOUNTAINS NATIONAL PARK,13217,TTC010275
-104.860504,31.891227,Low,49,GUADALUPE MOUNTAINS,301,TTC010275
-104.830225,31.897894,Low,48,PINE SPRING CANYON,1506,TTC010275
-102.72786,32.164657,High,83,Distance SouthWest of ANDREWS,11362,TTC010277
-101.34184,33.889282,High,96,Distance South of FLOYDADA->snapped to White River,8783,TTC010278
-100.801672,33.621747,High,83,Distance East of DICKENS,4807,TTC010279
-101.704538,33.533801,High,95,BUFFALO SPRINGS LAKE,873,TTC010280
-101.692107,33.534531,High,95,BUFFALO SPRINGS LAKE,587,TTC010280
-101.708218,33.532031,Low,46,BUFFALO SPRINGS,2643,TTC010280
-101.708774,33.541753,Low,45,BUFFALO SPRINGS,90,TTC010280
-101.478736,32.163322,High,86,Distance South of BIG SPRING,14730,TTC010281
-101.475658,32.132215,High,86,Distance South of BIG SPRING,14730,TTC010281
-100.927096,34.011976,High,83,Distance West of MATADOR,9363,TTC010283
-101.402716,33.170405,High,80,Distance SouthWest of POST,4368,TTC010284
-101.175172,33.660069,High,85,Distance East of CROSBYTON,6903,TTC010285
-101.31689,33.139611,High,80,Distance SouthEast of POST,5500,TTC010286
-101.643492,33.437311,Low,37,SLATON,4171,TTC010287
-101.731553,33.592863,Low,36,CANYON,3036,TTC010287
-101.31689,33.242216,High,80,Distance NorthEast of POST,5500,TTC010288
-101.973235,35.775669,High,81,Distance South of DUMAS,9583,TTC010289
-101.426011,33.230935,High,80,Distance NorthWest of POST,3823,TTC010291
-100.822079,34.302192,High,83,Distance North of MATADOR,26209,TTC010292
-100.239178,34.426448,High,85,Distance West of CHILDRESS,9769,TTC010293
-101.202908,32.955812,High,86,Distance South of JUSTICEBURG,10121,TTC010295
-102.481315,35.675719,High,93,Distance West of CHANNING->snapped to Punta de Agua Creek,11333,TTC010296
-101.357351,33.173484,High,80,Distance SouthEast of POST,2901,TTC010297
-101.378194,33.09661,High,80,Distance South of POST,9253,TTC010298
-101.254557,35.798278,High,82,Distance EAST of  then NORTH of BORGER,14726,TTC010299
-103.042168,35.149935,High,82,Distance South of GLENRIO,6033,TTC010300
-98.497831,33.518162,Low,44,BRIDWELL RANCH,3036,TTC010301
-101.257097,33.774805,Low,44,BRIDWELL RANCH,3036,TTC010301
-102.835495,35.206724,Low,44,BRIDWELL RANCH,3036,TTC010301
-102.899341,32.021682,High,82,Distance NorthEast of KERMIT,Unavailable,TTC010302
-101.525324,33.067716,High,80,Distance SouthWest of POST,9161,TTC010303
-103.213493,31.754943,High,82,Distance SouthWest of KERMIT,7924,TTC010304
-103.195104,31.78255,Low,52,WINKLER COUNTY AIRPORT,2530,TTC010304
-103.048169,31.850045,Low,45,WINKLER COUNTY,41836,TTC010304
-101.263754,33.190876,High,80,Distance East of POST,9372,TTC010305
-101.417429,33.223756,High,80,Distance NorthWest of POST,3497,TTC010306
-101.417429,33.223756,High,80,Distance NorthWest of POST,3497,TTC010307
-104.228838,32.275551,High,84,Distance South of CARLSBAD,Unavailable,TTC010308
-102.685795,33.811569,High,81,Distance SouthEast of ENOCHS,6526,TTC010309
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC010310
-102.274349,33.181204,Low,41,BROWNFIELD,3973,TTC010311
-101.708218,33.532031,High,91,BUFFALO SPRINGS,2643,TTC010312
-101.708774,33.541753,High,90,BUFFALO SPRINGS,90,TTC010312
-101.708218,33.532031,Low,46,BUFFALO SPRINGS,2643,TTC010313
-101.708774,33.541753,Low,45,BUFFALO SPRINGS,90,TTC010313
-101.855166,33.577863,Low,38,LUBBOCK,16770,TTC010313
-102.206566,33.337035,High,82,MEADOW,1824,TTC010314
-100.658989,36.229995,High,87,Distance SouthEast of PERRYTON->snapped to Wolf Creek,11236,TTC010315
-101.551306,34.957714,High,82,Distance SouthWest of CLAUDE,10720,TTC010316
-100.577101,34.118138,High,85,Distance SouthWest of CHILDRESS,22155,TTC010317
-97.759444,29.451346,Low,41,WELLS RANCH,3036,TTC010317
-102.768258,36.005314,Low,41,WELLS RANCH,3036,TTC010317
-94.939935,31.488513,Low,36,WELLS,2025,TTC010317
-101.92905,33.021762,Low,35,WELLS,3036,TTC010317
-101.921272,33.021762,Low,35,WELLS,3036,TTC010317
-102.224084,35.49477,Low,25,LS RANCH,3036,TTC010317
-101.918802,34.980334,Low,37,CANYON,4423,TTC010318
-101.731553,33.592863,Low,36,CANYON,3036,TTC010318
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC010319
-100.450577,34.13532,High,83,Distance NorthWest of PADUCAH,8802,TTC010320
-102.939052,29.574641,Low,39,BLACK GAP,301,TTC010321
-103.213493,31.754943,High,82,Distance SouthWest of KERMIT,7924,TTC010322
-103.195104,31.78255,Low,52,WINKLER COUNTY AIRPORT,2530,TTC010322
-103.048169,31.850045,Low,45,WINKLER COUNTY,41836,TTC010322
-102.699412,32.831324,High,85,Distance SouthWest of SEAGRAVES,8217,TTC010323
-101.202908,33.042877,High,86,JUSTICEBURG,3036,TTC010324
-101.417429,33.223756,High,80,Distance NorthWest of POST,3497,TTC010325
-101.445914,33.361992,High,84,Distance East of SOUTHLAND,10121,TTC010326
-100.405938,32.485464,Medium,44,Distance North of %SWEETWATER%,8811,TTC010327
-101.478736,32.163322,High,86,Distance South of BIG SPRING,14730,TTC010328
-101.475658,32.132215,High,86,Distance South of BIG SPRING,14730,TTC010328
-96.334407,30.555395,High,91,Distance South of COLLEGE STATION,16480,TTC010330
-97.091669,31.802383,Low,35,WEST,2696,TTC010332
-98.384508,35.54644,Low,41,BRIDGEPORT,1115,TTC010334
-98.317285,35.631159,Low,36,GEARY,1345,TTC010334
-86.615499,34.743974,High,81,Distance West of DALLAS,4918,TTC010335
-86.698981,33.849538,High,81,Distance West of DALLAS,4918,TTC010335
-85.416617,33.257062,Low,34,WEST,3036,TTC010335
-91.485675,31.794398,Medium,41,Distance South of %HIGHLAND%,6954,TTC010336
-91.218444,32.812706,Medium,41,Distance South of %HIGHLAND%,6954,TTC010336
-96.334407,30.627977,High,91,COLLEGE STATION,11502,TTC010337
-95.479942,30.453961,High,82,Distance North of WILLIS,5950,TTC010338
-95.593832,30.184528,Medium,41,Distance North of %OKLAHOMA%,6033,TTC010338
-87.332314,32.63846,Medium,46,Distance West of %PERRY COUNTY%,46785,TTC010342
-91.485675,31.794398,Medium,41,Distance South of %HIGHLAND%,6954,TTC010345
-91.218444,32.812706,Medium,41,Distance South of %HIGHLAND%,6954,TTC010345
-83.412919,29.886887,Low,35,SALEM,3036,TTC010347
-83.017041,29.4333,Medium,46,Distance SouthEast of %DIXIE COUNTY%,45893,TTC010353
-86.516451,30.762121,High,85,Distance East of CRESTVIEW,9570,TTC010355
-81.495502,30.593707,High,80,Distance NorthEast of DUVAL,7925,TTC010356
-97.143625,34.188769,High,83,Distance North of ARDMORE,17808,TTC010358
-99.3146,36.4467,Medium,68,(g1)BOILinG SPRinGS ST PARK,Unavailable,TTC010361
-97.345628,36.115264,High,86,Distance West of STILLWATER,25494,TTC010362
-97.064249,36.103499,Low,50,STILLWATER->snapped to Stillwater,8699,TTC010363
-100.293436,35.984579,High,84,Distance NorthEast of CANADIAN,6110,TTC010364
-97.020422,36.087238,High,86,Distance South of STILLWATER->snapped to Stillwater,16764,TTC010365
-99.260353,33.594261,Low,38,SEYMOUR,5260,TTC010366
-101.160425,33.666196,Low,42,SILVER FALLS,301,TTC010367
-101.237928,33.660085,Low,40,CROSBYTON,3699,TTC010367
-101.855166,33.577863,High,83,LUBBOCK,16770,TTC010368
-100.888199,35.039373,High,85,Distance North of CLARENDON,10830,TTC010369
-99.346572,33.666049,Medium,41,Distance NorthWest of %SEYMOUR%,8847,TTC010370
-99.3146,36.4467,Medium,68,(g1)BOILinG SPRinGS ST PARK,Unavailable,TTC010371
-98.123615,27.360595,High,83,PREMONT,2044,TTC010373
-100.437038,31.463772,Low,41,SAN ANGELO,13086,TTC010376
-95.696336,30.388261,High,86,MONTGOMERY,2941,TTC010378
-101.378194,33.067589,High,80,Distance South of POST,11654,TTC010379
-98.140983,31.703764,High,84,Distance West of HAMILTON,5495,TTC010380
-96.751366,29.946891,Low,34,PARK,3036,TTC010383
-96.750811,29.94578,Low,34,PARK,3036,TTC010383
-97.319993,28.162829,High,85,Distance South of WOODSBORO,7151,TTC010385
-99.095033,28.834113,High,84,Distance South of PEARSALL,7793,TTC010386
-101.254557,35.798278,High,82,Distance EAST of  then NORTH of BORGER,14726,TTC010387
-101.237928,33.660085,Low,40,CROSBYTON,3699,TTC010388
-100.292536,35.912787,High,84,Distance East of CANADIAN,8146,TTC010389
-100.293436,35.984579,High,84,Distance NorthEast of CANADIAN,6110,TTC010390
-104.657555,23.598947,High,82,Distance South of DURANGO,36486,TTC010391
-104.516667,23.711967,High,82,Distance South of DURANGO,36486,TTC010391
-104.833333,24.412006,High,82,Distance South of DURANGO,36486,TTC010391
